,Associated names,Authority,Bibliography,Culture/period,Curator's comments,Date,Denomination,Description,Inscriptions,Materials,Museum number,Object type,Production place,State,Subjects,Weight (g)
2325,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RIC1 105a, p.48",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",18BC,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'MAR  VLT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6093,coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.85
2326,Named in inscription & portrayed: Ares/Mars,Ruler:  Augustus (Octavian),"RE1 370, p.65",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",19BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[MA]RT.VLT', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6091,coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.46
2327,Named in inscription & portrayed: Ares/Mars,Ruler:  Augustus (Octavian),"RE1 368, p.65",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",19BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'MAR VLT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1843,1024.251",coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.86
2328,Named in inscription & portrayed: Ares/Mars,Ruler:  Augustus (Octavian),"RE1 367, p.65",Roman Imperial,"The small temple of Mars Ultor was situated on the Capitol and was built specially to house the legionary standards of Crassus and Antony recovered by Augustus from Phraates IV of Parthia. It was dedicated on 12 May, 20 BC.",19BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[M]AR VLT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6089,coin,Minted in: Colonia Patricia (possibly),Roman Empire,temple,3.97
2329,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 140, p.422",Roman Imperial,"In 44 BC, following the death of Julius Caesar, a comet appeared in the heavens over Rome and was accepted to be a manifestation of the divine soul of Julius Caesar. It was thought to herald a new age of peace and prosperity. Augustus used this event to emphasize his familial association with the deified Julius.",19BC-18BC,denarius,"Silver coin.(obverse) Head of Augustus, wearing oak-wreath, left.","[{u'Inscription Content': u'CAESAR  AVGVSTVS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,R.6068,coin,Minted in: Caesaraugusta (possibly),Roman Empire,emperor/empress,3.69
2330,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),"RR2 137, p.421",Roman Imperial,"In 44 BC, following the death of Julius Caesar, a comet appeared in the heavens over Rome and was accepted to be a manifestation of the divine soul of Julius Caesar. It was thought to herald a new age of peace and prosperity. Augustus used this event to emphasize his familial association with the deified Julius.",19BC-18BC,denarius,"Silver coin.(obverse) Head of Augustus, wearing oak-wreath, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,R.6066,coin,Minted in: Caesaraugusta (possibly),Roman Empire,emperor/empress,3.6
2331,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 124, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,quinarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'AVGVST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1904,0203.13",coin,Minted in: Emerita,Roman Empire,allegory/personification,1.72
2332,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RIC1 1b, p.41 (type)",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,quinarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'[P CARISI] LEG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1917,0204.151",coin,Minted in: Emerita,Roman Empire,allegory/personification,1.69
2333,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 123, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,quinarius,"Silver coin.(obverse) Head of Augustus, bare, left.","[{u'Inscription Content': u'P CARISI LEG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1843,0116.460",coin,Minted in: Emerita,Roman Empire,allegory/personification,1.88
2334,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 122, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,quinarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'P CARISI LEG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1843,0116.461",coin,Minted in: Emerita,Roman Empire,allegory/personification,1.55
2335,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 129, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'EMERITA', u'Inscription Position': u'reverse', u'Inscription Comment': u'above gate', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'IMP CAESAR AVGVSTVS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1843,0116.453",coin,Minted in: Emerita,Roman Empire,emperor/empress,3.8
2336,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 127, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'IMP CAESAR AVGVST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'P CARISIVS LEG PRO PR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1904,0203.12",coin,Minted in: Emerita,Roman Empire,emperor/empress,3.71
2337,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 125, p.376",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'EMERITA', u'Inscription Position': u'reverse', u'Inscription Comment': u'above gateway', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'IMP CAESAR AVGVST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1864,0719.3",coin,Minted in: Emerita,Roman Empire,emperor/empress,3.95
2338,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  Publius Carisius,"RR2 117, p.375",Roman Imperial,"The colony of Emerita Augusta (modern Mérida) was founded in 25 BC by Publius Carisius, governor of Lusitania, for veterans of legions V Alauda and X Gemina who had recently participated in Augustus' campaigns in north western Spain.",25BC-23BC,denarius,"Silver coin.(obverse) Head  of Augustus, bare, left.","[{u'Inscription Content': u'IMP CAESAR AVGVST', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Position': u'obverse', u'Inscription Comment': u'Crescent and uncertain signs in punch-marks on and behind neck', u'Inscription Type': u'countermark'}]",silver,"1904,0203.10",coin,Minted in: Emerita,Roman Empire,emperor/empress,3.86
2339,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  L Lentulus,"RE1 125, p.26",Roman Imperial,The figure on the left has been interpreted as Julius Caesar or Agrippa.,12BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Content': u'[AVGVST]VS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,R.6052,coin,Minted in: Rome,Roman Empire,emperor/empress,3.24
2340,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Marius C F Tro,"RE1 109, p.22",Roman Imperial,"This attractive dynastic type belongs to the period just prior to the death of Agrippa and depicts on the reverse the wife and daughter of Augustus, together with their two sons, who were clearly intended for eventual imperial succession.",13BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right, within oak-wreath.","[{u'Inscription Content': u'C.MARIVS.TRO III VIR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'above and below', u'Inscription Type': u'inscription'}]",silver,"1867,0101.1299",coin,Minted in: Rome,Roman Empire,royal/imperial,3.03
2341,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Marius C F Tro,"RE1 108, p.22",Roman Imperial,"This attractive dynastic type belongs to the period just prior to the death of Agrippa and depicts on the reverse the wife and daughter of Augustus, together with their two sons, who were clearly intended for eventual imperial succession.",13BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right, within oak-wreath.","[{u'Inscription Content': u'AVGVSTVS DIVI.F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,R.6049,coin,Minted in: Rome,Roman Empire,royal/imperial,3.44
2342,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  C Marius C F Tro,"RE1 106, p.21",Roman Imperial,"This attractive dynastic type belongs to the period just prior to the death of Agrippa and depicts on the reverse the wife and daughter of Augustus, together with their two sons, who were clearly intended for eventual imperial succession.",13BC,denarius,"Silver coin.(obverse) Head of Augustus, bare, right; behind, lituus.","[{u'Inscription Content': u'AVGVSTVS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1921,0612.1",coin,Minted in: Rome,Roman Empire,royal/imperial,3.48
2343,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  L Mescinius Rufus,PCR 333,Roman Imperial,The date is confirmed by other coins of this moneyer as Augustus' tribunician year 8. The dedications on the obverse and reverse are for the emperor's recovery from illness and for his safe return from his visit to Gaul.,16BC,denarius,"Silver coin.(obverse) Bust of Augustus, head bare, three-quarters right, on a round shield (imago clipeata) within a laurel wreath.","[{u'Inscription Content': u'L.MESCINIVS [RVFVS III]VIR', u'Inscription Position': u'reverse', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[S.C.OB.R.P.CVM.SALVT.IMP.CAESAR.AVGVS.CONS]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}]",silver,"1856,0904.7",coin,Minted in: Rome,Roman Empire,sculpture,4.02
2344,Named in inscription & portrayed: Augustus (Octavian),Moneyer:  L Mescinius Rufus,"RIC1 353, p.68",Roman Imperial,This coin refers to the vows undertaken for the safe return of Augustus from his political and military mission to Gaul in 16BC.,16BC,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'L.MESCINIVS RVFVS.III.VIR', u'Inscription Position': u'reverse', u'Inscription Comment': u'clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'SPQR V P S PR S ET RED AVG', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'on pedestal', u'Inscription Type': u'inscription'}]",silver,"1907,0708.3",coin,Minted in: Rome,Roman Empire,sculpture,3.94
